applicant_id,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,m_10,m_11,m_12,loan_status
LN-11738,0,0,0,0,0,1,0,1,2,3,3,3,1
LN-11739,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11740,0,0,0,0,0,0,0,0,0,0,0,1,0
LN-11741,1,0,0,1,2,1,0,0,1,0,1,0,1
LN-11742,1,2,1,0,1,2,3,3,3,3,3,3,1
LN-11743,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11744,0,0,0,0,0,1,2,3,3,3,3,3,1
LN-11745,0,0,0,1,0,0,0,0,0,0,0,0,0
LN-11746,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11747,0,1,2,1,2,1,2,1,2,1,0,1,1
LN-11748,0,1,0,0,0,0,0,0,0,0,0,0,0
LN-11749,1,0,0,0,0,0,0,0,0,0,0,0,0
LN-11750,1,0,1,2,3,3,3,3,3,3,3,3,1
LN-11751,0,1,2,1,0,0,0,1,0,1,0,1,1
LN-11752,1,0,0,1,2,1,0,1,0,1,2,3,1
LN-11753,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11754,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-11755,0,0,1,0,0,0,0,0,0,0,0,0,0
LN-11756,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11757,0,0,0,0,0,0,0,0,0,0,0,1,0
LN-11758,0,0,1,0,0,0,1,0,1,0,1,2,1
LN-11759,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11760,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11761,0,0,0,0,0,0,0,0,0,0,0,1,0
LN-11762,0,0,0,1,2,3,3,3,3,3,3,3,1
LN-11763,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11764,0,0,0,1,2,1,0,0,0,1,2,3,1
LN-11765,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11766,0,0,0,1,0,0,1,0,1,0,1,2,1
LN-11767,0,0,0,0,0,0,0,0,1,2,1,0,1
LN-11768,1,0,1,0,0,1,0,0,0,1,0,1,1
LN-11769,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11770,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-11771,1,0,0,1,2,3,3,3,3,3,3,3,1
LN-11772,0,0,0,0,0,0,0,0,0,0,1,0,0
LN-11773,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11774,0,0,0,0,0,0,1,0,1,0,1,2,1
LN-11775,0,1,0,1,0,0,0,1,2,3,3,3,1
LN-11776,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11777,0,0,0,1,0,0,0,0,0,0,0,0,0
LN-11778,0,1,0,0,0,0,0,0,0,0,0,0,0
LN-11779,1,0,0,0,1,2,1,0,1,0,1,0,1
LN-11780,0,1,0,0,0,0,0,1,0,1,2,3,1
LN-11781,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11782,0,0,0,1,2,3,3,3,3,3,3,3,1
LN-11783,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11784,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11785,1,0,0,1,0,1,2,3,3,3,3,3,1
LN-11786,0,1,2,1,0,1,0,0,1,0,1,0,1
LN-11787,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11788,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-11789,0,1,0,0,0,0,0,0,0,0,0,0,0
LN-11790,1,0,1,2,1,0,0,1,0,0,1,2,1
LN-11791,0,0,0,1,0,1,2,3,3,3,3,3,1
LN-11792,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11793,0,0,1,0,0,1,0,1,0,0,1,2,1
LN-11794,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11795,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11796,0,1,0,0,0,0,0,0,0,0,1,0,0
LN-11797,1,0,1,0,0,1,0,1,0,1,0,0,1
LN-11798,0,0,1,0,1,0,1,2,3,3,3,3,1
LN-11799,0,0,1,0,1,0,1,2,1,0,1,2,1
LN-11800,0,1,0,1,0,0,0,0,0,1,2,3,1
LN-11801,1,0,1,0,1,2,3,3,3,3,3,3,1
LN-11802,0,0,1,2,3,3,3,3,3,3,3,3,1
LN-11803,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11804,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11805,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11806,0,0,0,0,0,0,0,0,0,0,0,1,0
LN-11807,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11808,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11809,0,1,0,0,0,0,1,0,1,2,3,3,1
LN-11810,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11811,0,0,0,0,0,0,0,0,0,0,1,0,0
LN-11812,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11813,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11814,0,1,0,0,0,1,0,0,0,1,0,1,1
LN-11815,0,0,0,0,0,0,0,0,1,0,0,0,0
LN-11816,0,0,0,0,0,0,0,0,1,0,0,0,0
LN-11817,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11818,1,0,1,0,0,0,1,0,0,0,1,0,1
LN-11819,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-11820,0,0,1,0,1,2,3,3,3,3,3,3,1
LN-11821,1,2,1,0,0,0,0,0,0,1,0,0,1
LN-11822,0,0,0,0,0,0,0,0,0,1,0,1,0
LN-11823,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11824,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11825,0,1,2,1,0,1,0,0,0,0,0,1,1
LN-11826,0,0,0,1,2,3,3,3,3,3,3,3,1
LN-11827,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-11828,0,0,0,0,0,0,0,0,0,0,1,0,0
LN-11829,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-11830,0,0,0,0,0,0,0,0,0,0,0,1,1
LN-11831,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11832,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11833,1,0,0,0,0,0,0,0,0,0,0,0,0
LN-11834,0,0,0,0,0,0,0,0,1,0,0,0,0
LN-11835,0,0,0,0,0,1,0,1,0,0,0,0,0
LN-11836,0,0,1,2,1,0,1,2,1,0,1,0,1
LN-11837,0,0,0,0,0,0,1,0,0,1,0,0,1
LN-11838,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11839,0,1,0,1,0,1,0,1,0,0,1,0,1
LN-11840,0,0,1,0,0,0,0,0,0,0,0,0,0
LN-11841,0,0,0,0,0,0,0,0,0,0,0,1,0
LN-11842,0,0,0,0,0,0,0,0,1,0,0,0,0
LN-11843,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11844,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-11845,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11846,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11847,0,0,0,1,0,0,0,0,0,0,0,0,0
LN-11848,0,0,1,2,1,0,0,1,2,1,2,3,1
LN-11849,0,0,0,0,1,2,1,0,0,1,2,1,1
LN-11850,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11851,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-11852,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11853,0,1,0,1,2,3,3,3,3,3,3,3,1
LN-11854,1,0,0,1,0,0,0,1,2,3,3,3,1
LN-11855,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-11856,1,2,1,0,0,0,1,0,1,2,1,2,1
LN-11857,1,0,1,0,0,0,1,0,0,0,1,2,1
LN-11858,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11859,1,0,1,2,1,0,0,1,0,1,0,1,1
LN-11860,1,0,0,0,0,1,0,1,0,0,0,0,0
LN-11861,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-11862,0,1,0,0,0,0,0,1,0,0,0,0,0
LN-11863,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11864,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11865,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11866,0,0,1,2,3,3,3,3,3,3,3,3,1
LN-11867,1,2,1,0,0,1,0,0,1,0,1,2,1
LN-11868,0,1,2,1,0,1,2,3,3,3,3,3,1
LN-11869,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-11870,0,0,1,2,1,2,3,3,3,3,3,3,1
LN-11871,0,1,0,0,0,1,2,1,0,0,0,0,1
LN-11872,1,0,0,0,0,0,1,0,0,1,0,0,0
LN-11873,1,0,0,0,0,1,0,1,0,0,0,1,1
LN-11874,0,0,0,1,2,1,0,1,2,3,3,3,1
LN-11875,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11876,0,0,0,1,0,0,0,0,0,0,0,0,0
LN-11877,0,0,1,2,3,3,3,3,3,3,3,3,1
LN-11878,0,0,0,1,0,0,1,2,1,0,1,2,1
LN-11879,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11880,0,1,0,0,0,0,1,0,1,0,1,2,1
LN-11881,0,0,0,0,0,0,0,0,1,0,0,0,0
LN-11882,0,1,0,0,0,0,1,2,1,0,0,0,1
LN-11883,1,0,0,0,0,0,0,0,0,0,0,0,0
LN-11884,1,0,0,0,0,0,0,1,0,0,0,0,0
LN-11885,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11886,0,0,1,0,0,0,0,0,0,0,0,0,0
LN-11887,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-11888,0,0,0,1,0,0,0,0,0,0,0,0,0
LN-11889,1,0,0,0,0,0,0,0,0,0,0,1,0
LN-11890,0,0,1,0,0,0,0,0,1,0,0,0,0
LN-11891,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11892,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11893,0,0,0,0,0,1,0,1,0,0,1,2,1
LN-11894,0,1,0,1,2,1,2,3,3,3,3,3,1
LN-11895,0,1,2,1,2,3,3,3,3,3,3,3,1
LN-11896,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11897,0,0,0,0,0,1,2,1,2,3,3,3,1
LN-11898,0,1,0,0,0,0,0,0,0,0,0,0,0
LN-11899,1,0,0,0,0,0,0,0,0,0,0,0,0
LN-11900,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11901,0,0,0,0,0,0,0,0,0,0,0,1,0
LN-11902,0,0,0,0,0,0,0,1,0,0,1,2,1
LN-11903,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-11904,0,0,0,0,0,0,1,0,0,0,0,0,0
LN-11905,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11906,1,0,0,1,0,1,0,1,2,1,0,0,1
LN-11907,0,1,0,0,0,0,0,0,0,0,0,0,0
LN-11908,0,0,1,0,0,1,0,0,1,2,3,3,1
LN-11909,0,0,1,2,3,3,3,3,3,3,3,3,1
LN-11910,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11911,1,0,1,2,3,3,3,3,3,3,3,3,1
LN-11912,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11913,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11914,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11915,0,0,1,0,0,0,0,0,0,0,0,0,0
LN-11916,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11917,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-11918,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11919,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11920,1,0,1,0,1,2,1,0,0,0,1,2,1
LN-11921,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11922,0,0,0,1,0,0,0,0,0,0,0,0,0
LN-11923,1,0,0,0,0,0,0,0,1,0,0,0,0
LN-11924,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11925,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-11926,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11927,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11928,0,0,0,0,1,0,0,0,0,0,0,0,0
LN-11929,1,2,1,0,0,0,0,1,2,3,3,3,1
LN-11930,0,1,0,0,0,0,0,1,2,1,2,1,1
LN-11931,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11932,1,0,1,2,1,0,1,0,1,2,3,3,1
LN-11933,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-11934,1,2,3,3,3,3,3,3,3,3,3,3,0
LN-11935,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11936,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11937,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-11938,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11939,0,0,0,1,0,0,0,0,0,0,0,0,0
LN-11940,0,1,0,0,1,0,0,0,0,1,0,0,0
LN-11941,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11942,1,0,0,0,0,0,0,0,0,0,0,0,0
LN-11943,0,0,0,0,0,1,0,0,0,1,2,1,1
LN-11944,0,0,0,0,1,0,0,1,0,0,1,2,1
LN-11945,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11946,0,0,1,0,1,2,3,3,3,3,3,3,1
LN-11947,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11948,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11949,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11950,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11951,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-11952,0,1,0,0,1,2,1,2,3,3,3,3,1
LN-11953,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-11954,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11955,0,1,0,0,0,0,0,0,0,0,0,0,0
LN-11956,0,0,1,0,1,2,1,2,1,0,0,1,1
LN-11957,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11958,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11959,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11960,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-11961,0,0,0,0,0,0,1,2,1,0,0,0,0
LN-11962,0,0,0,0,1,0,0,0,0,0,0,0,0
LN-11963,1,0,1,0,0,1,2,1,0,0,0,0,1
LN-11964,1,0,0,1,0,0,0,0,0,1,2,3,1
LN-11965,0,0,0,0,0,0,0,0,0,0,1,0,0
LN-11966,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11967,0,0,1,2,3,3,3,3,3,3,3,3,1
LN-11968,0,0,0,0,0,0,0,0,0,0,1,0,0
LN-11969,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11970,0,0,0,0,1,2,1,0,0,1,2,1,1
LN-11971,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11972,0,0,0,0,0,1,0,1,2,1,2,1,1
LN-11973,0,1,0,0,0,0,0,1,2,1,0,0,1
LN-11974,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-11975,0,0,0,1,2,1,2,1,0,0,1,0,1
LN-11976,0,0,0,0,0,0,1,0,0,0,0,0,0
LN-11977,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11978,0,0,0,0,0,0,0,0,0,0,0,1,0
LN-11979,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-11980,0,0,0,0,1,0,1,0,0,1,0,1,1
LN-11981,0,0,0,0,0,0,0,1,0,1,0,0,0
LN-11982,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-11983,0,0,0,1,2,3,3,3,3,3,3,3,1
LN-11984,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-11985,0,1,0,0,0,0,0,1,2,3,3,3,1
LN-11986,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11987,0,0,0,0,0,0,0,0,0,0,0,1,0
LN-11988,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-11989,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-11990,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11991,0,0,0,0,1,0,0,1,2,1,2,3,1
LN-11992,1,2,1,0,1,2,3,3,3,3,3,3,1
LN-11993,0,1,0,1,0,0,0,0,1,0,0,1,1
LN-11994,0,0,1,0,1,0,0,0,1,2,1,0,1
LN-11995,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11996,0,0,0,0,0,0,0,0,0,0,0,1,0
LN-11997,0,0,1,2,3,3,3,3,3,3,3,3,1
LN-11998,1,2,1,0,1,2,1,0,1,0,0,0,1
LN-11999,1,0,0,0,0,0,0,0,0,0,0,0,0
LN-12000,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12001,0,0,1,0,0,1,0,0,1,0,0,0,1
LN-12002,0,1,0,1,2,1,0,0,0,1,0,1,1
LN-12003,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12004,1,0,0,0,0,0,0,0,0,1,0,1,1
LN-12005,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12006,1,0,0,1,0,0,0,1,0,0,0,1,1
LN-12007,0,0,0,1,2,3,3,3,3,3,3,3,1
LN-12008,0,0,0,0,1,0,0,0,0,0,1,0,1
LN-12009,1,0,0,0,0,0,1,2,1,2,1,0,1
LN-12010,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12011,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12012,1,0,0,0,0,0,1,0,0,1,2,3,1
LN-12013,0,0,0,0,0,0,0,0,1,0,0,0,0
LN-12014,0,0,0,0,0,0,1,2,1,2,1,2,1
LN-12015,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-12016,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-12017,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12018,0,1,0,0,0,1,0,1,2,1,2,3,1
LN-12019,1,2,1,0,0,0,1,2,1,2,1,0,1
LN-12020,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12021,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12022,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12023,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12024,0,0,1,2,1,2,3,3,3,3,3,3,1
LN-12025,0,0,0,0,0,0,1,0,0,0,0,0,0
LN-12026,0,1,0,0,1,0,1,0,1,0,0,1,1
LN-12027,0,1,2,1,2,3,3,3,3,3,3,3,1
LN-12028,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12029,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-12030,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-12031,0,1,0,1,0,1,2,1,2,3,3,3,1
LN-12032,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-12033,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12034,0,0,0,1,0,0,0,0,0,0,0,0,0
LN-12035,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12036,1,0,0,1,2,3,3,3,3,3,3,3,1
LN-12037,0,0,0,0,0,0,1,0,0,0,0,0,1
LN-12038,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12039,1,0,0,0,1,2,1,0,1,0,0,0,1
LN-12040,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12041,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12042,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12043,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12044,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12045,0,1,2,1,2,1,0,1,0,1,2,1,1
LN-12046,0,0,1,0,1,2,1,0,0,0,0,1,1
LN-12047,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12048,0,0,0,0,0,0,1,0,0,0,0,0,0
LN-12049,0,0,0,0,0,0,0,0,0,0,1,0,0
LN-12050,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12051,0,0,0,0,0,0,0,0,1,0,0,0,0
LN-12052,1,2,1,0,0,0,0,1,0,1,0,1,1
LN-12053,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12054,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12055,1,0,1,0,0,0,0,0,0,0,0,0,0
LN-12056,0,0,0,0,0,1,0,1,2,1,0,0,1
LN-12057,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12058,0,0,0,0,0,0,0,0,0,0,1,0,0
LN-12059,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12060,0,0,0,0,0,0,0,0,0,0,1,0,0
LN-12061,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12062,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12063,0,0,0,0,1,2,1,0,0,1,0,1,1
LN-12064,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-12065,0,1,0,1,2,3,3,3,3,3,3,3,1
LN-12066,0,0,0,0,0,0,0,0,1,0,0,0,0
LN-12067,1,0,0,1,2,3,3,3,3,3,3,3,1
LN-12068,0,0,0,0,0,0,0,0,0,0,1,0,0
LN-12069,1,2,1,2,3,3,3,3,3,3,3,3,1
LN-12070,0,1,0,0,1,0,1,2,1,0,1,2,1
LN-12071,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12072,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12073,1,0,0,1,0,1,2,1,2,3,3,3,1
LN-12074,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12075,1,0,1,0,0,0,0,0,0,1,2,1,1
LN-12076,0,1,0,0,0,0,0,0,0,0,1,0,0
LN-12077,0,1,0,1,2,1,2,1,0,0,1,2,1
LN-12078,0,0,0,0,0,0,0,0,0,0,0,1,0
LN-12079,0,0,1,0,1,2,1,2,3,3,3,3,1
LN-12080,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12081,1,2,1,0,0,1,0,0,1,2,3,3,1
LN-12082,0,1,0,0,0,1,2,1,0,0,0,0,0
LN-12083,0,0,1,0,1,0,1,0,0,1,0,0,1
LN-12084,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12085,0,0,0,0,0,0,1,0,0,0,0,0,0
LN-12086,1,0,0,1,0,0,0,0,0,0,0,0,0
LN-12087,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12088,0,0,1,0,1,0,0,0,0,1,0,1,1
LN-12089,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12090,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12091,0,0,1,2,3,3,3,3,3,3,3,3,1
LN-12092,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12093,0,1,2,1,0,1,2,1,2,1,0,0,1
LN-12094,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12095,1,0,0,0,0,0,1,2,3,3,3,3,1
LN-12096,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-12097,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12098,1,0,0,0,0,1,2,3,3,3,3,3,1
LN-12099,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12100,0,0,0,1,2,1,2,3,3,3,3,3,1
LN-12101,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12102,1,0,0,0,0,0,0,0,0,0,0,0,0
LN-12103,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-12104,0,0,1,0,0,0,0,0,0,0,0,0,0
LN-12105,0,1,0,0,0,0,1,0,1,2,3,3,1
LN-12106,0,1,0,1,2,1,0,0,1,0,1,0,1
LN-12107,1,0,0,0,0,0,0,0,0,0,0,0,0
LN-12108,1,2,1,0,1,0,0,1,0,1,0,1,1
LN-12109,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12110,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12111,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12112,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12113,0,0,0,0,0,0,0,0,1,0,0,0,0
LN-12114,0,0,0,0,1,0,0,1,0,0,0,0,0
LN-12115,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12116,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12117,0,1,0,0,0,1,2,1,2,3,3,3,1
LN-12118,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12119,0,0,1,0,0,0,0,0,0,0,0,0,0
LN-12120,1,0,0,1,0,0,1,0,0,0,1,0,1
LN-12121,0,0,1,2,1,2,3,3,3,3,3,3,1
LN-12122,0,0,0,1,2,1,2,3,3,3,3,3,1
LN-12123,0,0,1,0,0,0,0,0,0,1,2,1,1
LN-12124,1,2,1,2,1,2,1,2,3,3,3,3,1
LN-12125,0,0,0,0,1,2,3,3,3,3,3,3,1
LN-12126,0,0,0,1,2,1,2,3,3,3,3,3,1
LN-12127,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12128,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-12129,0,0,0,0,1,0,0,0,0,0,0,0,0
LN-12130,0,0,0,0,0,1,0,0,0,0,0,1,1
LN-12131,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12132,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12133,0,1,0,1,0,0,0,1,2,3,3,3,1
LN-12134,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12135,0,0,0,0,0,0,0,0,1,0,0,0,0
LN-12136,0,0,0,0,1,0,0,0,0,0,0,0,0
LN-12137,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12138,0,1,0,1,0,0,1,2,1,2,3,3,1
LN-12139,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12140,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12141,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12142,0,0,0,0,0,0,1,0,0,0,0,0,0
LN-12143,0,0,1,0,1,0,0,0,0,1,0,0,0
LN-12144,0,0,1,0,0,0,0,0,0,0,0,0,0
LN-12145,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12146,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12147,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-12148,0,0,0,0,0,0,0,0,1,0,1,0,1
LN-12149,1,0,1,0,0,1,0,0,1,0,0,0,1
LN-12150,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12151,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12152,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12153,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-12154,1,0,0,0,1,0,0,0,1,2,3,3,1
LN-12155,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12156,0,1,0,1,0,1,2,1,0,1,0,1,1
LN-12157,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12158,0,0,1,2,1,0,0,1,0,0,0,1,1
LN-12159,0,1,0,1,0,1,2,1,0,0,1,2,1
LN-12160,0,1,2,1,2,1,0,0,0,0,1,2,1
LN-12161,0,0,0,0,0,0,1,0,1,0,1,2,1
LN-12162,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-12163,0,1,2,1,2,3,3,3,3,3,3,3,1
LN-12164,0,0,0,0,0,0,0,0,0,0,1,0,0
LN-12165,0,0,0,1,0,1,0,0,0,0,1,0,1
LN-12166,1,0,0,0,0,0,0,0,0,0,1,0,0
LN-12167,0,0,0,0,0,0,0,0,0,1,0,1,0
LN-12168,0,0,0,0,0,0,0,1,2,1,0,0,0
LN-12169,0,0,1,0,0,1,2,1,2,3,3,3,1
LN-12170,0,0,0,0,1,0,0,0,0,0,0,0,0
LN-12171,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-12172,1,0,0,0,1,0,1,2,3,3,3,3,1
